timestamp,base,shoulder,elbow,wrist_updown,claw
1785291531.872024,95.6,49.6,68.0,90.0,120.0
1785291531.938138,95.6,49.6,68.0,90.0,120.0
1785291532.0039701,95.6,49.6,68.0,90.0,120.0
1785291532.07233,95.6,49.6,68.0,90.0,120.0
1785291532.137572,95.6,49.6,68.0,90.0,120.0
1785291532.204001,95.6,49.6,68.0,90.0,120.0
1785291532.2734919,95.6,49.6,68.0,90.0,120.0
1785291532.336137,95.6,49.6,68.0,90.0,120.0
1785291532.409491,95.6,49.6,68.0,90.0,120.0
1785291532.468323,95.6,49.6,68.0,90.0,120.0
1785291532.542697,95.6,49.6,68.0,90.0,120.0
1785291532.6464179,95.6,49.6,68.0,90.0,120.0
1785291532.7401469,95.6,49.6,68.0,90.0,120.0
1785291532.804173,95.6,49.6,68.0,90.0,120.0
1785291532.875055,95.6,49.6,68.0,90.0,120.0
1785291532.9361842,95.6,49.6,68.0,90.0,120.0
1785291533.009758,95.6,49.6,68.0,90.0,120.0
1785291533.068417,95.6,49.6,68.0,90.0,120.0
1785291533.1464179,95.6,49.6,68.0,90.0,120.0
1785291533.2456582,95.6,49.6,68.0,90.0,120.0
1785291533.341878,95.6,49.6,68.0,90.0,120.0
1785291533.402046,95.6,49.6,68.0,90.0,120.0
1785291533.477751,95.6,49.6,68.0,90.0,120.0
1785291533.579574,95.6,49.6,68.0,90.0,120.0
1785291533.681456,95.6,49.6,68.0,90.0,120.0
1785291533.779595,95.6,49.6,68.0,90.0,120.0
1785291533.877847,95.6,49.6,68.0,90.0,120.0
1785291533.980033,95.6,49.6,68.0,90.0,120.0
1785291534.076084,95.6,49.6,68.0,90.0,120.0
1785291534.136072,95.6,49.6,68.0,90.0,120.0
1785291534.206282,95.6,49.6,68.0,90.0,120.0
1785291534.272769,95.6,49.6,68.0,90.0,120.0
1785291534.338736,95.6,49.6,68.0,90.0,120.0
1785291534.4070542,95.6,49.6,68.0,90.0,120.0
1785291534.472064,95.6,49.6,68.0,90.0,120.0
1785291534.539524,95.6,49.6,68.0,90.0,120.0
1785291534.606487,95.6,49.6,68.0,90.0,120.0
1785291534.673495,95.6,49.6,68.0,90.0,120.0
1785291534.735177,95.6,49.6,68.0,90.0,120.0
1785291534.809514,95.6,49.6,68.0,90.0,120.0
1785291534.870869,95.6,49.6,68.0,90.0,120.0
1785291534.940137,101.3,42.2,51.0,90.0,120.0
1785291535.0044641,101.3,42.2,51.0,90.0,120.0
1785291535.0932748,101.3,42.2,51.0,112.5,121.9
1785291535.180804,101.3,42.2,51.0,112.5,121.9
1785291535.262933,101.3,42.2,51.0,112.5,121.9
1785291535.3323898,101.3,42.2,51.0,112.5,121.9
1785291535.398188,101.3,42.2,51.0,112.5,121.9
1785291535.4700742,101.3,42.2,51.0,112.5,121.9
1785291535.5316029,101.3,42.2,51.0,112.5,121.9
1785291535.598279,101.3,42.2,51.0,112.5,121.9
1785291535.66675,101.3,42.2,51.0,112.5,121.9
1785291535.728718,101.3,42.2,51.0,112.5,121.9
1785291535.798017,101.3,42.2,51.0,112.5,121.9
1785291535.863279,101.3,42.2,51.0,112.5,121.9
1785291535.9291022,101.3,42.2,51.0,112.5,121.9
1785291535.997643,101.3,42.2,51.0,112.5,121.9
1785291536.0630221,101.3,42.2,51.0,112.5,121.9
1785291536.128723,101.3,42.2,51.0,112.5,121.9
1785291536.19645,101.3,42.2,51.0,112.5,121.9
1785291536.2665238,101.3,42.2,51.0,112.5,121.9
1785291536.3311439,101.3,42.2,51.0,112.5,121.9
1785291536.39736,101.3,42.2,51.0,112.5,121.9
1785291536.465371,101.3,42.2,51.0,112.5,121.9
1785291536.5317829,101.3,42.2,51.0,112.5,121.9
1785291536.601771,101.3,42.2,51.0,112.5,121.9
1785291536.665705,101.3,42.2,51.0,112.5,121.9
1785291536.735185,101.3,42.2,51.0,112.5,121.9
