timestamp,base,shoulder,elbow,wrist_updown,claw
1785291542.028827,132.4,59.4,28.8,90.0,120.0
1785291542.119232,132.1,64.4,26.7,90.0,120.0
1785291542.231908,126.8,70.9,26.9,90.0,120.0
1785291542.312336,120.5,74.7,30.1,90.0,120.0
1785291542.376362,114.7,77.9,34.6,90.0,120.0
1785291542.446882,109.9,80.1,36.5,90.0,120.0
1785291542.510417,105.7,81.7,37.6,90.0,120.0
1785291542.581076,101.8,83.2,38.8,90.0,120.0
1785291542.6428401,97.2,84.5,40.6,90.0,120.0
1785291542.717055,92.3,85.7,41.7,90.0,120.0
1785291542.8172932,90.5,87.2,41.4,90.0,120.0
1785291542.9145348,94.2,88.4,39.7,90.0,120.0
1785291542.976695,101.1,89.3,36.8,90.0,120.0
1785291543.0466099,110.2,90.3,34.9,90.0,120.0
1785291543.1138618,118.2,89.9,27.5,90.0,120.0
1785291543.180183,126.6,89.0,29.7,90.0,120.0
1785291543.2597902,132.3,87.2,30.0,90.0,120.0
1785291543.363081,131.1,84.8,32.7,90.0,120.0
1785291543.447974,124.6,81.8,35.3,90.0,120.0
1785291543.526295,115.1,78.7,39.3,90.0,120.0
1785291543.629858,103.5,75.7,43.6,90.0,120.0
1785291543.733599,89.9,72.7,45.9,90.0,120.0
1785291543.833039,76.1,69.3,50.4,90.0,120.0
1785291543.918667,64.2,66.0,53.4,90.0,120.0
1785291544.021166,54.5,63.5,54.9,90.0,120.0
1785291544.12368,45.3,61.5,56.3,90.0,120.0
1785291544.214968,37.2,59.8,56.6,90.0,120.0
1785291544.278336,32.0,58.1,57.4,90.0,120.0
1785291544.3473122,30.4,56.5,57.7,90.0,120.0
1785291544.4119759,32.4,54.8,57.0,90.0,120.0
1785291544.4808729,37.0,53.2,56.5,90.0,120.0
1785291544.5443509,43.6,51.7,55.8,90.0,120.0
1785291544.614367,51.1,50.1,54.4,90.0,120.0
1785291544.6807418,58.8,48.7,53.5,90.0,120.0
1785291544.7449548,66.3,47.6,53.0,90.0,120.0
1785291544.812381,73.0,46.2,52.0,90.0,120.0
1785291544.88156,78.4,45.3,51.2,90.0,120.0
1785291544.943135,82.6,44.8,50.9,90.0,120.0
1785291545.019043,86.0,44.6,50.4,90.0,120.0
1785291545.123787,89.0,45.0,50.2,90.0,120.0
1785291545.212673,92.5,45.9,50.5,90.0,120.0
1785291545.281526,96.3,46.9,50.0,90.0,120.0
1785291545.345836,100.3,48.0,48.8,90.0,120.0
1785291545.413555,103.8,49.2,47.6,90.0,120.0
1785291545.479917,106.5,50.5,46.7,90.0,120.0
1785291545.5472581,109.0,51.7,45.9,90.0,120.0
1785291545.6137202,111.6,52.8,45.9,90.0,120.0
1785291545.6809,113.9,53.7,46.3,90.0,120.0
1785291545.744688,115.7,54.5,46.1,90.0,120.0
1785291545.8152,116.7,55.3,45.7,90.0,120.0
1785291545.878099,116.7,56.2,45.8,90.0,120.0
1785291545.948894,116.1,57.3,45.7,90.0,120.0
1785291546.0115159,115.2,58.2,45.5,90.0,120.0
1785291546.0822499,113.8,59.0,45.6,90.0,120.0
1785291546.1470132,112.3,59.6,45.9,90.0,120.0
1785291546.214762,111.0,59.7,45.7,90.0,120.0
1785291546.28084,109.7,59.8,45.8,90.0,120.0
1785291546.3462532,108.3,60.0,46.2,90.0,120.0
1785291546.4151008,106.7,60.2,46.8,90.0,120.0
1785291546.481313,105.0,60.4,47.2,90.0,120.0
1785291546.5473542,103.7,60.1,47.1,90.0,120.0
1785291546.613451,102.5,59.1,43.1,90.0,120.0
1785291546.6820621,102.5,59.1,43.1,90.0,120.0
1785291546.74646,102.5,59.1,43.1,90.0,120.0
1785291546.81473,102.5,59.1,43.1,90.0,120.0
1785291546.881004,102.5,59.1,43.1,90.0,120.0
1785291546.946482,102.5,59.1,43.1,90.0,120.0
1785291547.013588,102.5,59.1,43.1,90.0,120.0
1785291547.0823371,102.5,59.1,43.1,90.0,120.0
1785291547.147696,102.5,59.1,43.1,90.0,120.0
1785291547.213933,102.5,59.1,43.1,90.0,120.0
1785291547.283684,102.5,59.1,43.1,90.0,120.0
1785291547.344345,102.5,59.1,43.1,90.0,120.0
1785291547.415243,105.7,49.3,38.8,90.0,120.0
1785291547.480757,105.7,49.3,38.8,90.0,120.0
1785291547.531478,105.7,49.3,38.8,90.0,120.0
1785291547.597169,105.7,49.3,38.8,90.0,120.0
1785291547.676385,105.7,49.3,38.8,90.0,120.0
1785291547.734008,105.7,49.3,38.8,90.0,120.0
1785291547.8039749,105.7,49.3,38.8,90.0,120.0
1785291547.872088,105.7,49.3,38.8,90.0,120.0
1785291547.9381309,105.7,49.3,38.8,90.0,120.0
1785291548.002292,105.7,49.3,38.8,90.0,120.0
1785291548.072386,105.7,49.3,38.8,90.0,120.0
1785291548.1328902,105.7,49.3,38.8,90.0,120.0
1785291548.2043781,105.7,49.3,38.8,90.0,120.0
1785291548.268415,105.7,49.3,38.8,90.0,120.0
1785291548.337725,105.7,49.3,38.8,90.0,120.0
1785291548.397794,105.7,49.3,38.8,90.0,120.0
1785291548.482365,105.7,49.3,38.8,90.0,120.0
1785291548.5463428,105.7,49.3,38.8,90.0,120.0
1785291548.6013062,105.7,49.3,38.8,90.0,120.0
1785291548.6756248,105.7,49.3,38.8,90.0,120.0
1785291548.734499,105.7,49.3,38.8,90.0,120.0
1785291548.803741,105.7,49.3,38.8,90.0,120.0
1785291548.872682,105.7,49.3,38.8,90.0,120.0
1785291548.938231,105.7,49.3,38.8,90.0,120.0
1785291549.004818,105.7,49.3,38.8,90.0,120.0
1785291549.065618,105.7,49.3,38.8,90.0,120.0
1785291549.137829,105.7,49.3,38.8,90.0,120.0
1785291549.205348,105.7,49.3,38.8,90.0,120.0
1785291549.271698,105.7,49.3,38.8,90.0,120.0
1785291549.332437,105.7,49.3,38.8,90.0,120.0
